側向油壓,二次加壓,主油壓,油槽油溫,油泵溫度
4.3,15.2,47.8,33.7,32
3.6,15.2,48.7,33.7,32
3.6,14.4,47.8,33.7,32
4.3,14.4,47.7,33.7,32
3.7,14.4,48.8,33.7,32
3.7,14.4,47.7,33.7,32
3.6,14.4,48.8,33.7,32
3.1,15.2,48.8,33.7,32
4.3,15.2,48.8,33.7,32
3.7,14.4,47.7,33.7,32
3.6,15.2,48,33.7,32
4.3,15.2,47.8,33.7,32
3.7,14.4,48.8,33.7,32
3.7,14.4,48.8,33.7,32
3.6,15.2,47.8,33.7,32
3.1,14.4,48.8,33.7,32
3.7,15.2,47.7,33.7,32
3.6,15.2,48.8,33.7,32
3.1,15.2,47.8,33.7,32
3.7,14.4,48.9,33.7,32
3.7,15.2,47.9,33.7,32
3.6,15.2,48.8,33.7,32
3.1,14.4,47.7,33.7,32
4.3,14.4,47.9,33.7,32
3.6,15.1,48.7,33.7,32
3.1,15.8,47.8,33.7,32
3.7,13.9,48.7,33.7,32
3.7,13.9,47.7,33.7,32
3.7,13.9,47.7,33.7,32
3.7,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.1,13.9,47.8,33.7,32
4.3,13.9,48.8,33.7,32
3.7,13.9,47.8,33.7,32
3.6,13.9,48.7,33.7,32
4.3,13.9,47.7,33.7,32
3.7,13.9,48.9,33.7,32
3.7,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,47.8,33.7,32
3.6,13.9,48.8,33.7,32
3.1,13.9,48.9,33.7,32
3.7,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,48.7,33.7,32
3.6,13.9,48.7,33.7,32
3.1,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.6,13.9,47.7,33.7,32
3.6,13.9,48,33.7,32
4.3,13.9,48,33.7,32
3.6,13.9,47.9,33.7,32
4.3,13.9,48.6,33.7,32
3.7,13.9,48.7,33.7,32
3.6,13.9,47.8,33.7,32
4.3,13.9,48.7,33.7,32
3.6,13.9,47.8,33.7,32
4.3,13.9,47.8,33.7,32
3.6,13.9,47.8,33.7,32
3.6,13.9,47.7,33.7,32
4.3,13.9,48.9,33.7,32
3.7,13.9,47.9,33.7,32
3.6,13.9,48.7,33.7,32
3.1,13.9,48.8,33.7,32
3.7,13.9,48.8,33.7,32
3.6,13.9,47.8,33.7,32
3.1,13.9,48.8,33.7,32
3.7,13.9,47.8,33.7,32
3.6,13.9,48.8,33.7,32
3.1,13.9,48.7,33.7,32
4.3,13.9,48.8,33.7,32
3.7,13.9,48.7,33.7,32
3.1,13.9,48.8,33.7,32
4.3,13.9,48.7,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,47.7,33.7,32
3.6,13.9,47.8,33.7,32
4.3,13.9,48.7,33.7,32
3.6,13.9,47.8,33.7,32
4.3,13.9,48.7,33.7,32
3.7,13.9,48.8,33.7,32
3.6,13.9,48.8,33.7,32
4.3,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,47.8,33.7,32
3.7,13.9,47.7,33.7,32
3.7,13.9,48.7,33.7,32
3.7,13.9,48.9,33.7,32
3.7,13.9,47.9,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,48.7,33.7,32
3.7,13.9,48.9,33.7,32
3.7,13.9,48.1,33.7,32
3.7,13.9,48,33.7,32
3.7,13.9,47.9,33.7,32
3.7,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,47.8,33.7,32
3.6,13.9,48.8,33.7,32
4.3,13.9,47.8,33.7,32
3.7,13.9,47.8,33.7,32
3.7,13.9,48.7,33.7,32
3.7,13.9,47.7,33.7,32
3.7,13.9,47.7,33.7,32
3.7,13.9,48.9,33.7,32
3.1,13.9,48.9,33.7,32
4,13.9,48.1,33.7,32
4,13.9,47.9,33.7,32
3.6,13.9,47.9,33.7,32
3.1,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,48.7,33.7,32
3.7,13.9,48.7,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,48.7,33.7,32
3.7,13.9,48.1,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,48.7,33.7,32
3.1,13.9,48.7,33.7,32
3.7,13.9,47.7,33.7,32
3.7,13.9,47.8,33.7,32
3.7,13.9,48.7,33.7,32
3.7,13.9,48,33.7,32
3.7,13.9,47.9,33.7,32
3.6,13.9,48.7,33.7,32
4.3,13.9,48.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,47.8,33.7,32
3.7,13.9,47.8,33.7,32
3.1,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,48.8,33.7,32
3.1,13.9,47.8,33.7,32
4.3,13.9,48.8,33.7,32
3.7,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,48.9,33.7,32
3.7,13.9,48.1,33.7,32
3.6,13.9,48,33.7,32
4.3,13.9,48,33.7,32
3.7,13.9,47.9,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,48.7,33.7,32
3.7,13.9,48,33.7,32
3.6,13.9,48.1,33.7,32
3.1,13.9,47.8,33.7,32
3.7,13.9,48.8,33.7,32
3.7,13.9,47.8,33.7,32.1
3.7,13.9,47.8,33.7,32.1
3.1,13.9,48.8,33.7,32.1
4.3,13.9,48.8,33.7,32.1
3.7,13.9,47.9,33.7,32.1
3.7,13.9,48.7,33.7,32.1
3.7,13.9,48,33.7,32.1
3.1,13.9,47.9,33.7,32.1
4.3,13.9,47.8,33.7,32.1
3.7,13.9,48.8,33.7,32.1
3.7,13.9,47.9,33.7,32.1
3.6,13.9,47.9,33.7,32.1
4.3,13.9,48.7,33.7,32.1
3.7,13.9,47.8,33.7,32.1
3.7,13.9,48.7,33.7,32.1
3.7,13.9,47.9,33.7,32.1
3.7,13.9,47.9,33.7,32.1
3.6,13.9,47.8,33.7,32.1
4.3,13.9,47.8,33.7,32.1
3.7,13.9,48.7,33.7,32.1
3.7,13.9,47.9,33.7,32.1
3.7,13.9,48.7,33.7,32.1
3.7,13.9,48.8,33.7,32.1
3.7,13.9,48.7,33.7,32.1
3.7,13.9,48.8,33.7,32.1
3.7,13.9,48.8,33.7,32.1
3.7,13.9,47.8,33.7,32.1
3.7,13.9,47.7,33.7,32.1
3.6,13.9,48.9,33.7,32.1
3.1,13.9,48,33.7,32.1
3.7,14,48.8,33.7,32.1
3.7,14.3,47.9,33.7,32.1
3.7,14.8,47.8,33.7,32.1
3.7,14.7,48.8,33.7,32.1
3.7,15.3,47.8,33.7,32.1
3.1,15.2,48.8,33.7,32.1
3.7,14.4,47.8,33.7,32.1
3.7,15.3,48.9,33.7,32.1
3.7,15.2,48.1,33.7,32.1
3.1,14.4,48.8,33.7,32.1
4.3,14.4,47.8,33.7,32.1
3.7,15.2,47.8,33.7,32.1
3.7,14.4,47.9,33.7,32.1
3.7,15.3,48.7,33.7,32.1
3.6,15.3,48.1,33.7,32.1
4.3,14.8,48.1,33.7,32.1
3.7,14.2,48.1,33.7,32.1
3.7,14.8,47.9,33.7,32.1
3.7,14.8,48.8,33.7,32.1
3.7,14.3,48.8,33.7,32.1
3.1,14.3,47.9,33.7,32.1
3.7,14.8,48.7,33.7,32.1
3.7,14.3,48.1,33.7,32.1
3.6,14.8,48.9,33.7,32.1
3.1,14.8,48.9,33.7,32.1
3.6,14.8,48.1,33.7,32.1
3.1,14.3,48.9,33.7,32.1
3.7,14.7,48.9,33.7,32.1
3.7,15.3,48.1,33.7,32.1
3.7,15.2,48,33.7,32.1
3.1,15.3,48,33.7,32.1
4.3,14.5,48.8,33.7,32.1
3.7,14.8,48.1,33.7,32.1
3.7,14.3,48.9,33.7,32.1
3.7,14.2,48.9,33.7,32.1
3.7,14.3,48.2,33.7,32.1
3.6,14.8,48.1,33.7,32.1
4.4,14.2,48.8,33.7,32.1
4,14.8,47.9,33.7,32.1
3.4,14.8,47.9,33.7,32.1
3.6,14.3,48.8,33.7,32.1
3.1,14.3,48.8,33.7,32.1
3.7,14.3,47.9,33.7,32.1
3.7,14.3,47.8,33.7,32.1
3.7,15.3,48.8,33.7,32.1
3.7,14.5,47.8,33.7,32.1
3.7,14.3,47.9,33.7,32.1
3.1,14.3,48.8,33.7,32.1
4.3,14.3,48.7,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.8,47.8,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.7,47.9,33.8,32.1
3.7,15.3,48.8,33.8,32.1
3.1,14.8,48.1,33.8,32.1
3.6,14.2,48.9,33.8,32.1
3.1,14.2,48.8,33.8,32.1
3.7,14.8,48,33.8,32.1
3.6,14.3,48.1,33.8,32.1
3.1,15.3,48.9,33.8,32.1
3.7,14.5,48.1,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.6,14.8,48.9,33.8,32.1
4.3,14.8,48.9,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.6,14.7,48.1,33.8,32.1
3.1,14.4,48.8,33.8,32.1
3.7,15.3,48.8,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.6,14.3,48.8,33.8,32.1
3.1,14.8,48.1,33.8,32.1
4.4,14.8,48.9,33.8,32.1
4,14.3,48.9,33.8,32.1
3.6,14.3,48.2,33.8,32.1
3.1,14.8,48.6,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.6,14.8,47.9,33.8,32.1
4.3,14.8,47.9,33.8,32.1
3.1,14.3,47.9,33.8,32.1
4.3,14.8,48.9,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.6,14.3,48.8,33.8,32.1
3.1,14.8,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.6,14.8,47.9,33.8,32.1
3.1,14.3,48.9,33.8,32.1
3.7,14.8,48.2,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.8,48.2,33.8,32.1
3.1,14.3,48.7,33.8,32.1
4.3,14.8,48.8,33.8,32.1
3.7,14.7,48.1,33.8,32.1
3.7,15.3,48.8,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.1,14.3,47.9,33.8,32.1
4.3,14.8,47.9,33.8,32.1
3.7,14.7,48.7,33.8,32.1
3.7,15.3,48.9,33.8,32.1
3.6,15.3,48.8,33.8,32.1
4.3,14.4,47.9,33.8,32.1
3.7,15.3,48.9,33.8,32.1
3.7,15.2,48,33.8,32.1
3.7,14.4,47.9,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.7,14.4,48,33.8,32.1
3.7,14.4,47.9,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.7,15.2,48,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.2,47.9,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.1,14.4,48.8,33.8,32.1
4.3,15.2,48.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.1,15.2,48.9,33.8,32.1
4.3,14.4,47.9,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.1,15.2,47.7,33.8,32.1
3.7,15.2,48.9,33.8,32.1
3.7,15.2,48.9,33.8,32.1
3.7,15.2,48.1,33.8,32.1
3.7,14.4,47.9,33.8,32.1
3.6,14.4,48.8,33.8,32.1
4.3,15.2,48.8,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.6,15.2,47.8,33.8,32.1
3.1,14.4,48.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.6,14.4,48,33.8,32.1
4.3,15.2,47.9,33.8,32.1
3.7,14.4,47.7,33.8,32.1
3.7,14.4,48.9,33.8,32.1
3.7,15.2,48,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.7,14.4,48.1,33.8,32.1
3.7,14.4,48.9,33.8,32.1
3.7,14.4,48.1,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.1,15.2,48.9,33.8,32.1
4.3,15.2,48,33.8,32.1
3.7,15.2,48,33.8,32.1
3.7,14.4,47.9,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.1,14.4,47.7,33.8,32.1
4.3,15.2,48,33.8,32.1
3.7,14.4,47.9,33.8,32.1
3.7,15.2,47.7,33.8,32.1
3.7,15.2,48,33.8,32.1
3.6,14.4,48,33.8,32.1
3.1,14.4,48.8,33.8,32.1
3.7,15.2,47.9,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.6,15.2,48.8,33.8,32.1
3.1,15.2,47.8,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,15.2,47.7,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.1,14.4,47.8,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.7,14.4,48.9,33.8,32.1
3.7,15.2,48,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.7,15.2,47.9,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.6,14.4,47.8,33.8,32.1
3.1,15.2,48.7,33.8,32.1
3.7,14.4,48.9,33.8,32.1
3.7,15.2,48,33.8,32.1
3.7,15.2,48,33.8,32.1
3.7,15.2,48,33.8,32.1
3.6,14.4,47.9,33.8,32.1
4.3,15.2,48.8,33.8,32.1
3.7,14.4,47.9,33.8,32.1
3.7,14.4,48.9,33.8,32.1
3.6,14.4,48,33.8,32.1
3.1,15.3,48,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.6,15.2,47.9,33.8,32.1
3.1,14.4,47.8,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.7,14.5,48.9,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.2,47.9,33.8,32.1
3.7,14.8,48.7,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.2,48.8,33.8,32.1
3.1,14.2,47.8,33.8,32.1
4.3,14.2,48.8,33.8,32.1
3.7,15.3,48.8,33.8,32.1
3.7,14.4,47.9,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,14.4,47.9,33.8,32.1
3.6,14.4,47.8,33.8,32.1
4.3,14.4,47.8,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.7,15.2,48.9,33.8,32.1
3.6,15.2,48,33.8,32.1
3.1,14.4,47.9,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.7,14.4,47.7,33.8,32.1
3.7,15.2,47.7,33.8,32.1
3.7,15.2,48,33.8,32.1
3.1,15.2,47.9,33.8,32.1
4.3,15.2,47.7,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.6,14.4,48.8,33.8,32.1
4.3,15.2,47.8,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,14.4,47.9,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.7,14.4,48.8,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.7,15.2,48.7,33.8,32.1
3.7,14.4,48.9,33.8,32.1
3.7,14.4,48,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.7,14.4,47.8,33.8,32.1
3.6,15.2,48.9,33.8,32.1
4.3,14.4,48.9,33.8,32.1
3.7,14.4,48.9,33.8,32.1
3.7,14.4,48,33.8,32.1
3.7,15.2,48,33.8,32.1
3.7,15.2,48.8,33.8,32.1
3.6,15.2,47.8,33.8,32.1
4.3,15.2,48.8,33.8,32.1
3.7,15.2,47.8,33.8,32.1
3.6,14.5,47.9,33.8,32.1
4.3,14.3,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.6,14.3,48.7,33.8,32.1
3.1,14.7,48.9,33.8,32.1
4.3,14.4,48.9,33.8,32.1
3.7,14.4,48.2,33.8,32.1
3.7,14.4,48.9,33.8,32.1
3.7,14.5,48.7,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.3,48.3,33.8,32.1
3.1,14.7,48.8,33.8,32.1
3.7,15.3,48,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.8,48.2,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.8,48,33.8,32.1
3.6,14.3,48.1,33.8,32.1
4.3,14.8,48.9,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.1,14.8,48.7,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.7,14.8,48.7,33.8,32.1
3.1,14.8,48.9,33.8,32.1
4.3,14.3,48.8,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.6,14.3,48,33.8,32.1
4.3,14.3,48.1,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.6,14.8,48.8,33.8,32.1
4.3,14.8,48,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.6,14.8,48.9,33.8,32.1
3.1,14.3,48.2,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.6,14.3,48.1,33.8,32.1
4.3,14.3,48.9,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,15.3,48.8,33.8,32.1
3.7,15.3,47.8,33.8,32.1
3.7,14.5,47.9,33.8,32.1
3.7,14.2,47.8,33.8,32.1
3.7,14.2,47.8,33.8,32.1
3.7,14.3,47.8,33.8,32.1
3.7,15.3,48.8,33.8,32.1
3.7,14.4,48.7,33.8,32.1
3.7,14.5,48,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.6,14.8,48.1,33.8,32.1
4.3,14.3,48.2,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.6,14.8,48.2,33.8,32.1
3.1,14.3,48.7,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.8,48.7,33.8,32.1
3.6,14.3,47.9,33.8,32.1
4.3,14.8,48.7,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.2,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,14.8,48.7,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.6,14.3,47.9,33.8,32.1
3.1,14.8,48,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.7,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.7,14.8,48.7,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.6,14.3,48.1,33.8,32.1
3.1,14.3,48.2,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.6,14.3,48.7,33.8,32.1
4.3,14.8,48.8,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.8,48.7,33.8,32.1
3.6,14.3,48,33.8,32.1
4.3,14.8,48,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.6,14.3,48.1,33.8,32.1
4.3,14.8,48.9,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,14.8,47.8,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.6,14.3,47.9,33.8,32.1
3.1,14.3,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.1,14.8,48.8,33.8,32.1
3.7,14.2,48.8,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.7,48.7,33.8,32.1
3.7,14.5,48.9,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.7,48.8,33.8,32.1
3.7,14.5,47.9,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.6,14.3,48.7,33.8,32.1
3.1,14.3,48.1,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.3,48.2,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.6,14.3,48.9,33.8,32.1
4.3,14.3,48.1,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.2,47.9,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.8,48.2,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,47.9,33.8,32.1
3.7,14.8,48.7,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.6,14.3,48.2,33.8,32.1
3.1,14.7,48.7,33.8,32.1
3.7,14.5,48.1,33.8,32.1
3.7,14.2,48.9,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.1,14.3,48.9,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.8,48.7,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.8,48.9,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.3,48.9,33.8,32.1
3.7,14.8,48.1,33.8,32.1
3.7,14.8,48.2,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.8,47.9,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,48.8,33.8,32.1
3.7,14.3,48.7,33.8,32.1
3.7,14.7,48.9,33.8,32.1
3.7,15.3,48.8,33.8,32.1
3.7,14.8,48,33.8,32.1
3.7,14.3,48,33.8,32.1
3.7,14.3,48.1,33.8,32.1
3.7,14.8,48.8,33.8,32.1
3.7,14.3,48,33.8,32.1
3.1,14.3,48,33.8,32.1
4.3,14.8,48,33.8,32.1
